,TextDescription,Severity,EncodedSeverity
2033,Repo missing tags/AOO413,major,2
2034,Column and Line Chart x-axis which displayed correctly under Mac El Capitan doesn't display correctly in Sierra,normal,4
2035,Page and Frame custom styles not saving when saving as DOC,normal,4
2036,superscript retained when italics deselected and carriage return entered,normal,4
2037,Program on selecting save or save as crashes,normal,4
2038,does not recalculate after saveas,normal,4
2039,Shortcut for RepeatLastCommand STRG+SHIFT+Y works only One Time,normal,4
2040,Please Digitally Sign the app.,major,2
2041,Cannot open table in data view,normal,4
2042,Not formatting pages correctly for page numbers,normal,4
2043,"Bad instructions for installation (Debian), lack of an INSTALL file inside folder.",normal,4
2044,OO Crashes when saving in Windows 10.,critical,1
2045,problem with odt file opening,normal,4
2046,Can't read suggested words in spell check with NVDA screen reader,normal,4
2047,"Cell.Formula in Macro is empty, though I just typed a value in the cell.",normal,4
2048,ArialMT font has Symbolic flag in PDF,normal,4
2049,Update the Copyright year to 2017,normal,4
2050,Graph Y axis title rotation is reset when opening document,normal,4
2051,An Eternally spinning wheel while using Apache Open Office 4,major,2
2052,File generates reliable crash on opening,major,2
2053,OS/2 link should be updated,normal,4
2054,will not print a small envelope,normal,4
2056,Create a variable which counts only one style of page,normal,4
2057,"Cannot change cell format when it refers from another cell (e.g., C2 is ""$"", then D2 is also ""$"" and cannot be changed)",normal,4
2058,Writer does not store styles when a document is saved - or gets it wrong.,normal,4
2059,Writer does not store styles when a document is saved - or gets it wrong.,trivial,5
2060,Numbering format in table of contents cannot be controlled,normal,4
2061,Tree control in Basic macro dialog crashes,normal,4
2062,Update bundled dictionaries for AOO 4.1.4 release,normal,4
2063,Form Properties > subform > Data tab: Cannot tab out of Link Master Fields or Link Slave Fields.,normal,4
2064,Excel file content display issue - repeating strings,critical,1
2065,"crash ""Could not create system bitmap!"" caused by scrolling over diagrams",major,2
2066,Issue with saving documents,normal,4
2067,Starting application with error message,major,2
2068,Summing cells by marking gnerates wrong arguments for formula sum(),normal,4
2069,Cut/paste may wrongly modify a formula,normal,4
2070,Unable to open,normal,4
2071,Spell Checker Stops Working,normal,4
2072,Account Creation Page Is Missing,normal,4
2073,Improved Recent Document Menu Option,trivial,5
2074,OpenOffice.org Connectivity issue at port 8100,normal,4
2075,Fontwork: Request For Different Colours For Each Rendered Character,minor,3
2076,"Crash when resizing any graphic and the app ""BetterSnapTool"" is installed",normal,4
2077,"IMPRESS picture ( jpegs ) seem to get randomly lost, such that making a presentation is impossible",normal,4
2078,Rows missing while importing *.xls files in open office,normal,4
2079,Too fast scrolling,normal,4
2080,Forms in base app should disable sidebar,trivial,5
2081,4.1.0 doc crash with edit/accept-reject changes function.,normal,4
2082,OO opens attached .docx file containing text frame as blank page,normal,4
2083,inserting page number and number of pages does not work. It show instead fieldnames (Dutch version),normal,4
2084,Open Office will not start,normal,4
2085,Units of Measure for US fails Usability for Common Gradations,normal,4
2086,Calc is not indicating added cells,normal,4
2087,Unable to sum column,normal,4
2088,Crash in Writer when splitting tables,normal,4
2089,Tab Jump In Writer Frame,normal,4
2090,Crash When Opening Calc,normal,4
2091,Patch to update www.openoffice.org with 4.1.3 release notes,normal,4
2093,"Doc-97 with a table in it: other text but table not shown, as docx table shown bt not the other text",normal,4
2094,AutoRecovery,normal,4
2095,Spellchecker fails,normal,4
2096,Outline Text to Table Conversion Fails on Add Column,normal,4
2097,AOO won't open PPS document in read only mode if it is password protected against edition.,normal,4
2098,print preview,normal,4
2099,Database In Draw (Data Source),normal,4
2100,calc cannot print sheets copied from other file,normal,4
2101,Table design: can't change length of Postgresql char types,normal,4
2102,SQL UPDATE query fails in SQL View w/ Native SQL Mode enabled; whereas same query using Tools->SQL... succeeds.,normal,4
2103,hii,critical,1
2104,"Label ""Outline"" is used for 2 different functions (EN)",normal,4
2105,Email attachments open in read only format,normal,4
2106,"Print command brings up print preview, suddenly",trivial,5
2107,Apple Chancery font not displaying properly,normal,4
2108,"Save as PPT, redundant string shows and can not be removed.",normal,4
2109,Fatal Error,normal,4
2110,DMARC Security Missing in your domain,normal,4
2111,Broken Spellchecker - it just simply stopped working,normal,4
2112,Incorrect bullet point when opening Microsoft Document,trivial,5
2113,Count text cut off in Word Count view,trivial,5
2114,replaced multiple-cell content does not refresh immediately,normal,4
2115,"Table border weight and color cannot be edited once border is set to ""none""",normal,4
2116,Main Window Always Opens In Maximized View,normal,4
2117,using tabs,normal,4
2118,incorrect property name,normal,4
2119,Spell Check is messed up,trivial,5
2120,Graphics Motion on Dialog Box,normal,4
2121,Syncronization with Printer,normal,4
2123,writer crashes when attempting to cut text within a column,normal,4
2124,Spellchecker marking some but not all correct words wrong,normal,4
2125,Hide main menu and view button tabs,normal,4
2126,Picture Bug,normal,4
2127,Screen Scaling,trivial,5
2128,Handlers / Listeners are being disconnected but still exists during BASIC code edition,normal,4
2129,Marking all words as misspelled,critical,1
2130,Calc Crashes when trying to open after creating second scatter plot graph,normal,4
2131,Spell checking,normal,4
2132,openoffice 4.1.3 keep crashing on win 10 v 1607 OS build 14393.969,critical,1
2133,installation fails - error code 2809,blocker,0
2134,"To open ""Soffice"" you need an older Java SE 6 Runtime Version",normal,4
2135,Actually do something about the spellchecker,critical,1
2136,Hiding a column means that the data is not shown on an xy plot,normal,4
2137,Font is replaced by ?,normal,4
2138,manual column-break in PAGE HEADER is ignored,normal,4
2139,When starting programme comes up with Untitled 1 Not recovered yet. Start recovery does not solve problem. Keeps saying not responding,normal,4
2140,I can't open a doc file made with open office - it's not a winword97 file,normal,4
2141,Kerning no longer works in 4.1.3,major,2
2142,cant install office,major,2
2143,Speller underlining every word!,normal,4
2144,"Cntl F7 (Thesaurus) is grayed out,",normal,4
2145,setActiveSheet does not work in Hidden mode,normal,4
2146,spelling check,normal,4
2147,JRe 8 131 incompatibility,normal,4
2148,I cannot open Open Office on my computer,normal,4
2149,Pasting takes about 2 minutes to post to a document,normal,4
2150,Unable to create new spreadsheets,normal,4
2151,Font problem with ASCII 32 (space key),major,2
2152,"Writer replaces a writtten ""i.e."" into ""I.e."" (lower/upper case)",minor,3
2153,Spellcheck,normal,4
2154,Ctrl Z works briefly to undo a date change and then it goes right back to what autocorrect did,normal,4
2155,Open Office Org cannot Use more than 1 CPU and 2 Gig Ram,normal,4
2156,Installer not Code Signed,normal,4
2157,The spell checker is not working!,normal,4
2158,Document Locked For Editting,normal,4
2159,Input list for variables,normal,4
2160,corrupt .odp file with a textfield outside the view area,critical,1
2161,text document problem,normal,4
2162,"freezing when saving as xlsx and one cell contains at least -two- parenthesis ""))"" alone",major,2
2163,"When a style is applied to text, that text's outline level should be the same as in the style's ""Outline & Numbering"" tab",normal,4
2164,Problems with Conditional Styles,normal,4
2165,unable to import text,normal,4
2166,locked cell content,normal,4
2167,The spell checker isn't working,normal,4
2168,Windows Installer is unsigned,normal,4
2169,Cutting and pasting from the web causes openoffice Writer exception,major,2
2170,Writer crash when an user field that is used in a document is deleted,normal,4
2171,status bar shows object size in inches instead of centimeters,minor,3
2172,AccessODF extension: Accessibility Checker does nothing,normal,4
2173,Units of Measurements changing,minor,3
2174,deleting a color decreases the size of an object of the color dialog,minor,3
2175,deleting the last color doesn't update the drop down box of the color dialog,minor,3
2176,Crash on open of document or creation of document after installation of osx security update 2017-002,normal,4
2177,"XLS import: Number not recognized, treated as string in a sum",normal,4
2178,Program crashes,normal,4
2179,NSIS Error,normal,4
2180,"When exporting to PDF file, produces ""Write Error""",normal,4
2181,packedpixeliterator.hxx : expression used as a function,normal,4
2182,libucpdav1.so: undefined symbol: component_getImplementationEnvironmentExt,critical,1
2183,copying arabic characters from normal text editor into writer corrupts the font,normal,4
2184,Excel file no longer saving name given properly,minor,3
2185,Speakers Show As Working But No Sound,normal,4
2186,auto corection does not work,major,2
2187,Hyperlinks disappear after saving the document,normal,4
2188,Run any componet fail under ARCANOAOS 5.0,normal,4
2189,Bibliography reference formatting,normal,4
2190,Language choosing doesn.t work,normal,4
2191,Export of inline formulae to HTML puts them on separate lines,normal,4
2192,Help Topic Pages too tiny to read,normal,4
2193,Alphabetical index: Allow character formatting to be applied when inserting entry,normal,4
2194,Alphabetical index: Allow each entry level to have different layouts,normal,4
2195,"Alphabetical Index: Allow ""cross-reference"" entries",normal,4
2196,Graphs deleted when using auto filter,major,2
2198,Spreadsheeet crashes when I tried to use spellcheck,normal,4
2199,CORREL function results seem to depend on the slope of the data,normal,4
2200,Alphabetical Index entry disables Find & Replace function,normal,4
2201,Update bundled expat to version 2.2.1,normal,4
2202,Formulas are not shown with result but with the formula itself,normal,4
2204,The file '<file name>' could not be repaired and therefore can not be opened,critical,1
2205,UNION & UNION ALL queries fail to produce visible results in BASE query design window.,normal,4
2206,OpenOffice: HEIF & HEVC files not displayed correctly,normal,4
